donorID,score
D135629,0.10757868349916096
D115788,0.4178585641091203
D135068,0.4249152521762185
D124642,0.21030629637314827
D134467,0.20881765245980513
D122703,0.6092100636553148
D131575,0.4178585641091203
D129204,0.10697145302426778
D102874,0.46114523471104163
D109978,0.19433869778764126
D111174,0.19433869778764126
D133071,0.21166873456217877
D100789,0.4590324107552034
D108569,0.4644888801270768
D101757,0.19433869778764126
D143951,0.09737225886435183
D107102,0.6304233529560291
D111014,0.46114523471104163
D137752,0.034308730420894114
D144358,0.5302590655868077
D124514,0.20881765245980513
D103311,0.4249152521762185
D144060,0.11504242568554209
D128133,0.29713840516388373
D101994,0.23722022173048662
D136426,0.6955467749636087
D128219,0.4644888801270768
D104928,0.21030629637314827
D138999,0.16584715094043417
D118484,0.19433869778764126
D118000,0.46945602150259935
D113192,0.1813563080967579
D143537,0.03007329244682571
D113080,0.19433869778764126
D112140,0.20553985254611778
D135345,0.1919875043655002
D137972,0.03432628106820914
D114553,0.154376401448852
D136775,0.6044273793474981
D144146,0.22953309566776203
D142829,0.11444892922184458
D130339,0.5172690912754018
D142848,0.06228813611646375
D131863,0.46114523471104163
D104526,0.19433869778764126
D105255,0.6946354843344389
D115762,0.45240890188802985
D112460,0.3610130421235574
D119099,0.46945602150259935
D119667,0.20553985254611778
D100511,0.18711015015591
D127449,0.23722022173048662
D139447,0.23858958045364068
D139738,0.2835619804379563
D101287,0.4573807906628655
D116260,0.4573807906628655
D137623,0.21030629637314827
D133160,0.6917752764282042
D135925,0.9612068335445426
D116988,0.4189914758899827
D117021,0.6885337920787723
D122096,0.20553985254611778
D116670,0.12602825674998921
D101433,0.4178585641091203
D118574,0.4644888801270768
D120340,0.12711047769251488
D137092,0.13904832704503223
D134262,0.1813563080967579
D121195,0.46114523471104163
D101716,0.20881765245980513
D108156,0.4956188649211486
D137366,0.31828840227436955
D133589,0.8798184565888862
D105570,0.1813563080967579
D132894,0.20553985254611778
D125068,0.660228947192443
D105218,0.12617614048455605
D105087,0.05454081217354447
D107054,0.1050934345528512
D100637,0.1813563080967579
D137591,0.46114523471104163
D143280,0.24454166608582414
D119869,0.21030629637314827
D131105,0.08146279956160314
D126850,0.6168405271226639
D125507,0.6885337920787723
D121197,0.4249152521762185
D102947,0.8849637865776283
D140832,0.09449138586387207
D114359,0.23722022173048662
D120529,0.4644888801270768
D131698,0.6885337920787723
D123433,0.5411839434974096
D123831,0.4178585641091203
D102523,0.21900487595359236
D130942,0.46902088344644494
D127266,0.5901608485316906
D139997,0.48857725427425175
D117958,0.19433869778764126
D105075,0.08047476884791539
D109244,0.4956188649211486
D121524,0.4573807906628655
D127012,0.196517410439
D105939,0.46945602150259935
D107578,0.10809814068749006
D129093,0.21825482439160956
D127255,0.4009259477009112
D144403,0.2095612306144453
D131984,0.21030629637314827
D128234,0.4956188649211486
D111159,0.20881765245980513
D120483,0.4644888801270768
D106581,0.598215497208879
D135957,0.20553985254611778
D129182,0.2095612306144453
D136383,0.4956188649211486
D106099,0.3480262318952965
D114644,0.16098636873536445
D110412,0.21030629637314827
D129155,0.19433869778764126
D134032,0.4178585641091203
D126839,0.4573807906628655
D129283,0.6956221143916974
D125637,0.21030629637314827
D121702,0.4573807906628655
D111087,0.19433869778764126
D117715,0.196517410439
D127350,0.6946354843344389
D133653,0.19433869778764126
D130857,0.20096846218830147
D140863,0.1920982869555621
D118295,0.46945602150259935
D105208,0.4573807906628655
D106671,0.4525376408687789
D108257,0.6436856554962272
D142403,0.027143781168599137
D138882,0.04754564426026377
D101752,0.4189914758899827
D125243,0.4644888801270768
D124500,0.4817354676554302
D130294,0.6917752764282042
D126889,0.22300010936798936
D130306,0.19510225643512116
D120379,0.21030629637314827
D131295,0.0915476984888854
D109494,0.0995215048788007
D124470,0.24475091964937168
D121706,0.23722022173048662
D108032,0.3480262318952965
D107151,0.20553985254611778
D101841,0.46945602150259935
D116097,0.20553985254611778
D143797,0.14070691842854172
D118450,0.4819157184617903
D117054,0.05021195833509373
D135153,0.2734797069494858
D103528,0.4644888801270768
D128949,0.21030629637314827
D139471,0.4387202783200821
D118088,0.6917752764282042
D126046,0.4178585641091203
D109717,0.20096846218830147
D104615,0.8070892635055811
D141200,0.024567776666353434
D123467,0.10254150340855175
D143904,0.3025380078118903
D140718,0.14535126285998143
D111594,0.19433869778764126
D115678,0.4956188649211486
D120058,0.4009259477009112
D123599,0.4178585641091203
D137543,0.47697902081117843
D135923,0.47358124935784857
D125351,0.46114523471104163
D142734,0.5115779416480997
D105827,0.20553985254611778
D134964,0.036502770325243676
D120855,0.7277610549319826
D133660,0.1648802181709242
D142264,0.1095481385970403
D106649,0.20881765245980513
D143944,0.14954953990520997
D130721,0.21030629637314827
D139182,0.28090762250214835
D111148,0.34522114093420914
D108517,0.20881765245980513
D123569,0.4573807906628655
D132938,0.19433869778764126
D140351,0.22590400050628356
D141619,0.3419453406253657
D137667,0.2494317546436572
D124985,0.20553985254611778
D102864,0.6917752764282042
D142220,0.1070775349054608
D131277,0.5864895061540073
D109209,0.018763798282690446
D135630,0.20553985254611778
D131571,0.6551697112884346
D103106,0.21030629637314827
D126814,0.20553985254611778
D136445,0.1602244388787648
D125603,0.598215497208879
D118167,0.23722022173048662
D120912,0.5864895061540073
D109782,0.5124257219008085
D134425,0.4009259477009112
D118727,0.20881765245980513
D116533,0.4189914758899827
D134830,0.36433353895537224
D133772,0.19433869778764126
D132363,0.2650770378186127
D110765,0.4363053825348458
D128897,0.039647313807108814
D106838,0.5344657802332378
D107502,0.19433869778764126
D135935,0.062141342039374374
D117088,0.19510225643512116
D122179,0.46945602150259935
D113190,0.21030629637314827
D135711,0.08756597633430403
D122690,0.46945602150259935
D122876,0.4178585641091203
D131543,0.6956221143916974
D130938,0.33519423975953627
D112576,0.5934097857094375
D103348,0.20553985254611778
D142806,0.2013422618773282
D113129,0.2698238754632527
D111104,0.13948627558696491
D122233,0.35844377210486833
D140234,0.09334691028295385
D144350,0.23722022173048662
D119773,0.2221631452164926
D106231,0.35236382650081677
D125961,0.2875047904495176
D107145,0.6885337920787723
D129895,0.21030629637314827
D119750,0.21030629637314827
D113196,0.06306037835481476
D104294,0.5180964474162687
D142508,0.2841655100228526
D110194,0.39062028636826435
D118979,0.5599479773398509
D108992,0.1022127288747451
D141740,0.6662947416912733
D131071,0.07362163162098596
D140389,0.028840682183895378
D109720,0.19433869778764126
D124858,0.23722022173048662
D124588,0.21825482439160956
D129512,0.5359169118131862
D127145,0.19433869778764126
D124531,0.2274042236474755
D106464,0.627353036935846
D107515,0.4189914758899827
D114394,0.4525376408687789
D103464,0.4644888801270768
D137215,0.12223667716700136
D102078,0.23722022173048662
D110982,0.20074622690626986
D132577,0.2667828307225476
D115944,0.23722022173048662
D132228,0.6231261364814386
D114362,0.253302018553787
D105341,0.13948627558696491
D103090,0.22136923474156267
D102456,0.18880994451629238
D136106,0.24804153295465003
D125101,0.23722022173048662
D103626,0.20553985254611778
D135341,0.23154005309897283
D140634,0.2609021112230628
D141451,0.12121266266797458
D128076,0.56458620260359
D137358,0.15995290968651288
D136225,0.19433869778764126
D118357,0.6885337920787723
D127811,0.14497276890315203
D138136,0.2747570555184013
D129713,0.19433869778764126
D133427,0.04166934627988826
D142684,0.7475671846460519
D139974,0.14603935665948614
D128114,0.16726074993672735
D126479,0.46945602150259935
D133414,0.23722022173048662
D141936,0.050680379430355624
D102160,0.23722022173048662
D105935,0.4249152521762185
D119747,0.2584441135624657
D107050,0.014076107974016344
D103843,0.6541186885078861
D123751,0.4573807906628655
D128504,0.20553985254611778
D106696,0.25007748422493525
D111443,0.4249152521762185
D114519,0.4249152521762185
D141827,0.04636336062048851
D102599,0.11193866570682791
D108696,0.46114523471104163
D113442,0.19433869778764126
D141363,0.12768785748254277
D143104,0.03641497809631544
D101949,0.520938010668129
D138106,0.5173477108215844
D140920,0.1420782130206943
D129380,0.4573807906628655
D112855,0.14450594179644552
D138682,0.17456912694245683
D114636,0.2745715274555159
D118116,0.1813563080967579
D131535,0.1919875043655002
D114191,0.255324862971831
D113553,0.06039404796717513
D123505,0.4573807906628655
D133919,0.18848743504685075
D112296,0.20553985254611778
D132175,0.6932273314477472
D115955,0.4573807906628655
D113954,0.4573807906628655
D114447,0.7922808984334693
D136886,0.14603042961109103
D131492,0.6232040766545183
D138486,0.5126331016204655
D102306,0.46450115095604433
D127334,0.1813563080967579
D144605,0.1130155565018687
D115578,0.6542473415929047
D126826,0.21979205549160355
D112723,0.19433869778764126
D105706,0.20881765245980513
D107367,0.4178585641091203
D123201,0.5863227675276975
D131781,0.32246812812172615
D101437,0.4644888801270768
D107005,0.2983457292929312
D101898,0.6956221143916974
D100085,0.16411024318780562
D143755,0.01648361938838505
D112065,0.4956188649211486
D133415,0.20881765245980513
D117595,0.46114523471104163
D105436,0.14677768303215868
D117484,0.45240890188802985
D115013,0.2520902512781519
D123153,0.30412309300004825
D143270,0.5163851222444951
D131787,0.35844377210486833
D123511,0.4189914758899827
D126234,0.20553985254611778
D134297,0.3216066437709888
D109960,0.19433869778764126
D102621,0.21030629637314827
D143663,0.021113519109855303
D139924,0.05530702758176149
D108791,0.46114523471104163
D110086,0.46945602150259935
D113575,0.11537694933750037
D139969,0.16014732107818844
D136000,0.21979205549160355
D110648,0.6956221143916974
D107865,0.1333948350515047
D129542,0.5059249907738458
D116609,0.2514215349207925
D132585,0.21204496803812253
D106319,0.190031971948275
D106031,0.21979205549160355
D105499,0.09127651150601036
D111337,0.15612730729982682
D120197,0.46114523471104163
D128139,0.045309317670100935
D111364,0.030129719461312977
D101877,0.6956221143916974
D101995,0.24069540970148606
D107425,0.20553985254611778
D138505,0.04347598177740594
D103289,0.7935712799034653
D115232,0.13048105909760507
D120729,0.21030629637314827
D103366,0.4644888801270768
D140159,0.2583170606201215
D116056,0.46114523471104163
D134113,0.4255142549009982
D137192,0.3739522440695952
D124192,0.05092446749815267
D128545,0.04406501364511156
D102683,0.22784770703951787
D144141,0.5226863791012907
D125813,0.6946354843344389
D115205,0.06212331801274132
D105818,0.20553985254611778
D132977,0.08654561888924404
D100131,0.2095612306144453
D132462,0.20167285643231123
D136324,0.23722022173048662
D104608,0.21030629637314827
D141779,0.1224346904101243
D114008,0.768471691188391
D128934,0.026509033377671836
D119054,0.46114523471104163
D143822,0.027177304377087014
D120271,0.8883097738708585
D113636,0.20881765245980513
D100584,0.19433869778764126
D115732,0.4573807906628655
D113201,0.7985221191265787
D138698,0.06445334223406586
D101360,0.4178585641091203
D108039,0.4009259477009112
D123837,0.3005827902363891
D111404,0.4009259477009112
D137792,0.31527215724747537
D104067,0.3886329334831644
D114657,0.16098636873536445
D128067,0.13329326235762934
D117995,0.46114523471104163
D104026,0.058472847029689315
D119231,0.13948627558696491
D119687,0.20881765245980513
D130618,0.21030629637314827
D115480,0.19433869778764126
D122807,0.598215497208879
D144139,0.04405739847255762
D143372,0.2772138304904343
D111806,0.5799077677605189
D107353,0.2134417057361283
D103285,0.4644888801270768
D126676,0.010362237918665152
D121993,0.21030629637314827
D100004,0.711930910111665
D136887,0.20553985254611778
D128703,0.4573807906628655
D102105,0.29408498203230665
D108617,0.19433869778764126
D126523,0.19433869778764126
D105053,0.3610130421235574
D143473,0.25003102043827424
D135560,0.6946354843344389
D141542,0.09544885727460192
D139889,0.13055849650217763
D115852,0.6917752764282042
D122820,0.1919875043655002
D123586,0.20881765245980513
D115496,0.46945602150259935
D138807,0.22382631843618905
D103770,0.15762450861375138
D136538,0.015612660153678775
D125136,0.1110711767730006
D135888,0.22596253311843595
D107437,0.4299697602317481
D138383,0.4573807906628655
D131777,0.22204242928398
D132496,0.4189914758899827
D132848,0.2649876526319046
D109943,0.19433869778764126
D121967,0.13710817101031933
D129751,0.46114523471104163
D139875,0.6956013779724706
D141746,0.13712958047858664
D100750,0.8995006185862687
D121146,0.21369660768827256
D126191,0.6913268721839385
D110211,0.21030629637314827
D114045,0.19433869778764126
D142271,0.13409039998287725
D109179,0.21030629637314827
D126622,0.028394545105133933
D134987,0.029282842808555202
D134511,0.21030629637314827
D141823,0.12142488431026996
D130582,0.16204329691796318
D127917,0.14824041698923615
D120142,0.19433869778764126
D105397,0.6885337920787723
D122229,0.4189914758899827
D142941,0.13940595203319725
D105203,0.6885337920787723
D113646,0.4819157184617903
D111058,0.2095612306144453
D131911,0.46945602150259935
D112493,0.36256209623442937
D129833,0.5901608485316906
D122196,0.1813563080967579
D109786,0.4644888801270768
D144482,0.22878804427640106
D104892,0.23722022173048662
D140327,0.14208396481813285
D135718,0.19433869778764126
D115994,0.23722022173048662
D116827,0.4009259477009112
D139158,0.10444435191790545
D122245,0.4573807906628655
D140621,0.04309645151339513
D123380,0.31577426226905947
D144410,0.3084230907179419
D121964,0.03402463191844643
D123394,0.04718964827371738
D141580,0.06400868012408545
D119179,0.46114523471104163
D135807,0.3886329334831644
D100418,0.46945602150259935
D113546,0.20553985254611778
D134594,0.46945602150259935
D109892,0.6885337920787723
D141265,0.21461576231612575
D133845,0.20881765245980513
D109964,0.20923432324222052
D109592,0.46114523471104163
D100489,0.4189914758899827
D128731,0.4644888801270768
D115656,0.19433869778764126
D125871,0.21030629637314827
D121381,0.7277610549319826
D124820,0.21030629637314827
D108435,0.4644888801270768
D105168,0.4009259477009112
D118794,0.23722022173048662
D132682,0.4566007514313482
D141306,0.04797913355951609
D127768,0.5553982267464362
D105235,0.13948627558696491
D126146,0.6885337920787723
D109065,0.04825235190955721
D113625,0.045509238648046145
D128220,0.22723974908846445
D117233,0.8790663718097879
D124249,0.21030629637314827
D141615,0.23722022173048662
D137265,0.20553985254611778
D111530,0.21030629637314827
D123457,0.46114523471104163
D112299,0.35642246932833005
D142106,0.10749923004227108
D114750,0.27376006586669216
D130397,0.6885337920787723
D121269,0.02463423773360203
D105531,0.20328964913150452
D140691,0.462767582389004
D118831,0.4178585641091203
D118392,0.11676444390262196
D144393,0.46945602150259935
D115657,0.20923432324222052
D106579,0.6878592715209492
D143545,0.023765395001133643
D105323,0.1813563080967579
D117620,0.4819157184617903
D137778,0.09357688211361195
D111382,0.4189914758899827
D102285,0.03288273085217735
D139939,0.19347531191488104
D143090,0.0675818704425526
D116442,0.46114523471104163
D133268,0.4178585641091203
D124490,0.20656908954878106
D130263,0.20553985254611778
D129617,0.10272654940702557
D135757,0.4178585641091203
D127233,0.4573807906628655
D102560,0.6084981884991647
D130905,0.25846337820676235
D115109,0.15334535690209888
D100081,0.43968786931848475
D111937,0.20881765245980513
D128311,0.44752444661781593
D117480,0.20881765245980513
D118754,0.46945602150259935
D118358,0.6956221143916974
D116095,0.23722022173048662
D143626,0.07733743995406483
D106522,0.46114523471104163
D123776,0.5901608485316906
D115391,0.4009259477009112
D120730,0.4442454025081808
D100655,0.4573807906628655
D107173,0.7277610549319826
D113576,0.23722022173048662
D135310,0.4644888801270768
D121513,0.46114523471104163
D141171,0.421236299920153
D122104,0.5028221514250593
D139365,0.13827815220599732
D129946,0.20553985254611778
D116193,0.19433869778764126
D142334,0.14758464375806324
D125679,0.09422684231570704
D101933,0.08592824384567511
D119798,0.23722022173048662
D142495,0.06514960817161272
D123502,0.4969358320283357
D108227,0.13710817101031933
D102791,0.3159193920325077
D120787,0.21030629637314827
D102323,0.37005582292895406
D103724,0.4432655764277807
D119077,0.46945602150259935
D112487,0.20881765245980513
D111586,0.46114523471104163
D104487,0.2329407824620475
D110608,0.2171966168126844
D110397,0.20881765245980513
D130302,0.4178585641091203
D125717,0.20553985254611778
D108426,0.3974234461274139
D122686,0.20553985254611778
D134641,0.4009259477009112
D100437,0.6885337920787723
D103145,0.5901608485316906
D121731,0.05404897996051639
D129378,0.20881765245980513
D109419,0.023030597700111146
D127726,0.20881765245980513
D124738,0.12402805406861143
D143274,0.2712469747122008
D116211,0.21030629637314827
D123883,0.4178585641091203
D138567,0.11050327724849186
D115972,0.21030629637314827
D132068,0.8027002466146519
D118726,0.20881765245980513
D122218,0.19433869778764126
D117106,0.5864895061540073
D106871,0.19433869778764126
D103418,0.13710817101031933
D119071,0.39062028636826435
D139416,0.20853578106537007
D114973,0.20553985254611778
D138131,0.10667700872932051
D113271,0.4249152521762185
D128235,0.6956221143916974
D122054,0.04742527400166246
D113538,0.026920315639923573
D101168,0.13329326235762934
D100975,0.7637380569740162
D116416,0.196517410439
D138742,0.8041652183698379
D134360,0.37427425106277146
D120130,0.20553985254611778
D111354,0.23722022173048662
D139732,0.03529871336690641
D107361,0.15209921169632196
D136313,0.21030629637314827
D123294,0.5934097857094375
D140509,0.37234070904842054
D110310,0.10712087035562316
D133404,0.19510225643512116
D124879,0.4249152521762185
D139918,0.6312850160546519
D129123,0.20881765245980513
D108398,0.7526468599113856
D106004,0.054026120432977026
D142361,0.5439774530222358
D122111,0.19433869778764126
D144010,0.023829711898309975
D102727,0.21030629637314827
D124167,0.8857557374702496
D138591,0.04825235190955721
D111057,0.20553985254611778
D116009,0.13329326235762934
D112920,0.20881765245980513
D120888,0.20553985254611778
D128945,0.027255520083302454
D115076,0.85301477157879
D100069,0.2095612306144453
D130668,0.4189914758899827
D144363,0.22588559649857504
D127214,0.10211777873484897
D118817,0.19135157927721141
D105059,0.28599077947076895
D113136,0.0497243799373262
D142877,0.18101008889119616
D116363,0.19433869778764126
D111178,0.39062028636826435
D128961,0.6956221143916974
D142000,0.11355158397335287
D134508,0.4525376408687789
D116816,0.4525376408687789
D120011,0.1919875043655002
D131074,0.21030629637314827
D108471,0.196517410439
D103097,0.21030629637314827
D134091,0.25174918554803927
D102254,0.20795325356571198
D119958,0.3042555733780127
D106607,0.030738569336609848
D123060,0.19433869778764126
D124954,0.28818767452151606
D109587,0.04890265109622544
D106075,0.6946354843344389
D131601,0.20881765245980513
D132366,0.5864895061540073
D111525,0.19433869778764126
D106652,0.4721018464916139
D136405,0.1919875043655002
D116583,0.2221631452164926
D119550,0.196517410439
D108751,0.2500315923301214
D139508,0.11121206252198511
D142689,0.10931450106112255
D137982,0.1871029780275434
D129297,0.16763559253719218
D105269,0.4573807906628655
D140747,0.2679890598107115
D103442,0.15631540011250555
D110465,0.9485583706010857
D137064,0.2592585550020533
D136757,0.03074842701378893
D125805,0.11639036911926377
D117812,0.20553985254611778
D138687,0.27802679649118417
D110943,0.10303321430963586
D100725,0.4573807906628655
D126888,0.20553985254611778
D111663,0.4573807906628655
D135574,0.6946354843344389
D118315,0.511888409106776
D125921,0.4644888801270768
D116784,0.6878592715209492
D122956,0.19433869778764126
D113638,0.20881765245980513
D103833,0.1919875043655002
D126722,0.7081924183365308
D120934,0.10595159745468437
D126297,0.6564767456412984
D135035,0.4189914758899827
D110563,0.7410524598193003
D127064,0.6428673189468679
D104652,0.6946354843344389
D108808,0.6885337920787723
D126384,0.46114523471104163
D136968,0.34279154143647644
D124764,0.6946354843344389
D127518,0.20881765245980513
D116348,0.46945602150259935
D101320,0.49828865430057273
D115553,0.4573807906628655
D129799,0.7607698223876911
D105172,0.4189914758899827
D113238,0.014154877358849575
D107004,0.4956188649211486
D136200,0.6917752764282042
D112881,0.1919875043655002
D135304,0.16098636873536445
D102089,0.20096846218830147
D111782,0.20096846218830147
D117326,0.4644888801270768
D128585,0.04833922752220978
D144325,0.3087050823987402
D100824,0.1813563080967579
D108850,0.19940735569911508
D104183,0.10800601899568242
D119193,0.1813563080967579
D119089,0.19844549016129412
D132772,0.06255263563709919
D137454,0.10727626218390814
D141003,0.39158776587031996
D100006,0.16408896363215592
D118609,0.7292581550220365
D123818,0.4573807906628655
D121065,0.46114523471104163
D108689,0.1813563080967579
D138330,0.845932468571566
D101330,0.19433869778764126
D136972,0.12813202474848243
D113328,0.20881765245980513
D102699,0.196517410439
D143277,0.3186995902715734
D124179,0.19756687665960118
D140617,0.032404516868120736
D112686,0.4644888801270768
D128236,0.4644888801270768
D116769,0.5864895061540073
D121427,0.525118125176282
D112270,0.505983866880137
D119966,0.8659403682087171
D111893,0.6946354843344389
D130172,0.4573807906628655
D132356,0.20881765245980513
D119075,0.4249152521762185
D121775,0.21030629637314827
D118971,0.20881765245980513
D141391,0.048368982954488375
D113343,0.20881765245980513
D110687,0.6917752764282042
D109779,0.19433869778764126
D111833,0.6946354843344389
D129415,0.1813563080967579
D103142,0.10723824157127573
D107907,0.20881765245980513
D104323,0.19433869778764126
D108530,0.38350170907133946
D119845,0.20881765245980513
D110889,0.21030629637314827
D143056,0.4694659781103948
D130636,0.10946317604003121
D137959,0.009381037552440926
D138678,0.326818232181349
D107799,0.19433869778764126
D124314,0.30429626859954667
D138077,0.15901460746200605
D142327,0.31564742192622225
D140202,0.12096073096788988
D144035,0.20470303865518719
D113886,0.19433869778764126
D144148,0.1422226181717729
D104045,0.1269907068989248
D116801,0.20881765245980513
D123259,0.09080386294933865
D109097,0.19433869778764126
D127616,0.35844377210486833
D136401,0.7156697517753546
D112756,0.4573807906628655
D100811,0.6885337920787723
D144371,0.15021195041245167
D101937,0.23722022173048662
D136110,0.049094166401930296
D104513,0.07952667997816226
D117778,0.19433869778764126
D126121,0.5647183153464767
D127899,0.23722022173048662
D131203,0.09111832929656889
D111864,0.20881765245980513
D122509,0.6946354843344389
D121075,0.23722022173048662
D133657,0.06171361947678694
D114811,0.6917752764282042
D102799,0.46114523471104163
D124261,0.1602244388787648
D108748,0.22244737462031722
D111513,0.038174412961084314
D103613,0.4178585641091203
D142732,0.403626719584746
D123172,0.20881765245980513
D119737,0.11283535579406904
D105050,0.4573807906628655
D115868,0.4644888801270768
D143996,0.14947754859736084
D125336,0.4009259477009112
D125292,0.1813563080967579
D117301,0.23722022173048662
D130317,0.4644888801270768
D117682,0.10814626567650674
D104748,0.20553985254611778
D140491,0.14929332476002383
D128068,0.6946354843344389
D139018,0.11121206252198511
D130232,0.20553985254611778
D137397,0.13710817101031933
D115604,0.4249152521762185
D102740,0.20553985254611778
D130732,0.3886329334831644
D120951,0.20881765245980513
D142413,0.3431617662178337
D127292,0.4644888801270768
D136665,0.46114523471104163
D101087,0.19433869778764126
D118973,0.12711047769251488
D123437,0.2630879808020468
D123576,0.20881765245980513
D127694,0.4573807906628655
D110214,0.23722022173048662
D101011,0.11981702286858867
D128693,0.08887326814652514
D137802,0.36433353895537224
D115757,0.4573807906628655
D110681,0.4525376408687789
D111386,0.5047612314862284
D137166,0.39450848909880876
D133051,0.10111638872352782
D128958,0.6885337920787723
D133625,0.4644888801270768
D110707,0.46114523471104163
D141430,0.1763986359557094
D134747,0.5901608485316906
D113511,0.4009259477009112
D116714,0.20553985254611778
D143536,0.11638558621764104
D115279,0.4691630087226713
D126827,0.4573807906628655
D117444,0.6917752764282042
D124090,0.03825812720980752
D114083,0.19433869778764126
D100325,0.46945602150259935
D129828,0.23722022173048662
D107741,0.13948627558696491
D143025,0.4895070370347414
D140399,0.050858805649629565
D100596,0.4573807906628655
D105244,0.4573807906628655
D112148,0.19433869778764126
D105241,0.21030629637314827
D101938,0.23795910022197983
D104919,0.4034170567753489
D138760,0.09546219312997965
D115591,0.19433869778764126
D131318,0.4573807906628655
D131167,0.4644888801270768
D129658,0.6893401153180212
D133938,0.13329326235762934
D114160,0.20553985254611778
D112955,0.21030629637314827
D112245,0.2929633928367273
D115449,0.20553985254611778
D132905,0.4573807906628655
D111306,0.2549007640040155
D140917,0.0362040832201434
D144345,0.17190259441608582
D125651,0.4573807906628655
D138821,0.06529940444815441
D129102,0.16098636873536445
D134452,0.44148818677558593
D115756,0.47551848037346733
D144138,0.03056557346823693
D123872,0.4573807906628655
D131054,0.16275829222036434
D132481,0.6917752764282042
D136312,0.28780463741074486
D112980,0.4189914758899827
D101000,0.19433869778764126
D127740,0.6650704974028777
D115212,0.23722022173048662
D103051,0.21030629637314827
D129576,0.20553985254611778
D123336,0.35844377210486833
D115947,0.4573807906628655
D129071,0.24356693805864257
D122975,0.4151381198301474
D120451,0.04912389368028906
D114425,0.23722022173048662
D139972,0.29377877338635117
D102201,0.5623296740339513
D135174,0.4660355081334229
D137990,0.660228947192443
D112370,0.1155659232255539
